age,education_level,occupation,years_of_experience,hours_per_week,gender,country,industry,salary
26,High School,Product Manager,0.0,31.9,Female,India,Manufacturing,43799.79
53,Bachelor's,Financial Analyst,18.5,53.0,Male,Germany,Healthcare,133560.01
47,Bachelor's,Operations Manager,17.9,34.7,Female,India,Education,45226.63
31,Master's,Sales Executive,9.9,43.4,Male,Germany,Retail,123915.32
20,Master's,Product Manager,0.0,48.8,Female,Canada,Education,119709.28
44,Master's,Software Engineer,15.8,38.3,Male,Australia,Manufacturing,169217.5
34,Bachelor's,Mechanical Engineer,10.0,,Male,Australia,Healthcare,152067.32
55,Bachelor's,Financial Analyst,18.9,43.9,Female,Germany,Education,108023.59
49,Master's,Operations Manager,12.3,41.9,Female,Germany,Manufacturing,134329.21
50,Bachelor's,HR Specialist,13.6,47.0,Female,UK,Finance,166680.17
58,Master's,Operations Manager,24.1,36.7,Female,UK,Healthcare,172088.72
29,Bachelor's,Sales Executive,7.1,39.5,Male,Canada,Manufacturing,119866.1
32,Bachelor's,Data Analyst,14.0,50.9,Female,USA,Education,139507.12
37,Master's,Product Manager,6.9,43.6,Male,UK,Technology,236061.41
24,High School,Product Manager,6.0,32.4,Female,Australia,Finance,136969.9
47,High School,Marketing Manager,16.4,40.6,Male,Canada,Education,76667.96
40,PhD,Data Analyst,13.9,28.8,Female,India,Healthcare,79848.87
20,High School,Mechanical Engineer,2.0,43.7,Male,Australia,Education,82675.24
38,PhD,Mechanical Engineer,20.0,47.0,Male,USA,Healthcare,230325.87
31,Master's,Product Manager,4.0,46.7,Female,Australia,Retail,156103.96
29,Bachelor's,Software Engineer,0.0,40.4,Male,Canada,Finance,143474.02
36,Bachelor's,Operations Manager,2.8,41.1,Female,Germany,Education,85244.97
43,High School,Mechanical Engineer,7.6,38.9,Male,Germany,Manufacturing,83033.18
34,Bachelor's,Mechanical Engineer,9.3,26.7,Female,Australia,Manufacturing,116268.26
53,Bachelor's,Mechanical Engineer,17.0,30.6,Female,USA,Technology,197936.37
19,Master's,Operations Manager,0.0,35.1,Male,USA,Finance,161614.85
49,Master's,Product Manager,18.2,39.8,Male,India,Manufacturing,73312.06
37,Bachelor's,Sales Executive,16.3,35.6,Female,Canada,Healthcare,135757.81
33,High School,Software Engineer,8.9,42.3,Female,Canada,Finance,143895.02
35,PhD,Mechanical Engineer,12.5,53.8,Male,Australia,Retail,150790.54
40,Bachelor's,Financial Analyst,10.1,37.6,Female,Australia,Technology,185661.45
31,PhD,Software Engineer,9.7,46.2,Male,Canada,Technology,279843.15
62,Bachelor's,Marketing Manager,31.1,46.3,Female,Australia,Retail,143385.73
18,High School,Operations Manager,0.0,43.1,Female,UK,Manufacturing,88289.8
18,Master's,Product Manager,0.0,20.0,Female,Germany,Finance,160707.61
49,High School,HR Specialist,14.0,32.3,Female,Canada,Finance,110233.16
33,Bachelor's,Software Engineer,8.8,35.8,Male,Canada,Technology,180951.69
39,High School,Software Engineer,10.8,32.0,Male,UK,Technology,141634.0
40,Master's,Mechanical Engineer,5.3,40.6,Male,Germany,Manufacturing,140957.18
38,Master's,Sales Executive,15.2,28.6,Male,India,Healthcare,57697.08
50,Master's,Mechanical Engineer,22.8,49.0,Female,UK,Retail,140906.51
29,Bachelor's,Operations Manager,9.3,57.5,Female,Canada,Retail,108074.46
31,Bachelor's,Software Engineer,5.6,44.6,Female,India,Retail,48250.29
33,High School,Mechanical Engineer,5.8,33.2,Other,USA,Finance,134346.25
24,High School,Mechanical Engineer,6.0,46.5,Male,UK,Retail,91512.73
34,Master's,Product Manager,10.3,39.8,Female,USA,Education,177957.12
32,Bachelor's,Customer Support,5.0,43.8,Male,Germany,Technology,129812.55
41,PhD,Marketing Manager,8.6,48.2,Female,India,Manufacturing,79694.77
33,High School,Product Manager,7.0,46.3,Female,Australia,Healthcare,131391.27
51,PhD,Mechanical Engineer,8.3,45.7,Male,Germany,Manufacturing,168365.7
27,PhD,HR Specialist,4.1,43.2,Female,Canada,Healthcare,161546.59
42,High School,Operations Manager,20.3,47.4,Female,Germany,Education,84031.65
51,High School,Operations Manager,15.1,26.7,Male,Canada,Technology,105503.9
33,High School,Software Engineer,15.0,45.9,Male,Germany,Technology,118171.56
33,High School,Financial Analyst,9.2,29.8,Female,Australia,Education,65399.31
50,Master's,Software Engineer,14.1,35.0,Male,Germany,Education,124129.86
36,Bachelor's,HR Specialist,6.0,33.3,Female,India,Finance,48664.84
43,Master's,Product Manager,11.7,34.3,Female,UK,Retail,151316.59
48,High School,Sales Executive,20.4,51.3,Female,Germany,Manufacturing,89542.59
24,High School,Marketing Manager,0.2,55.9,Female,Australia,Retail,82703.24
33,PhD,Marketing Manager,7.7,32.4,Female,UK,Education,145021.37
29,Master's,Product Manager,1.0,53.0,Male,India,Education,61956.56
57,Bachelor's,Data Analyst,20.9,39.6,Female,Australia,Finance,171213.39
34,Master's,Financial Analyst,6.9,47.2,Female,USA,Manufacturing,180584.01
36,Master's,Sales Executive,9.8,46.3,Female,Canada,Technology,192636.8
29,Master's,Financial Analyst,10.6,33.4,Male,UK,Manufacturing,155308.01
54,Master's,Software Engineer,22.3,34.3,Male,Germany,Manufacturing,150377.69
42,Bachelor's,Data Analyst,4.5,39.6,Female,Australia,Finance,139640.94
36,High School,Customer Support,6.0,37.4,Male,Germany,Manufacturing,72287.6
36,Bachelor's,Data Analyst,10.1,40.9,Male,UK,Technology,177352.7
31,High School,Operations Manager,10.7,28.2,Other,India,Finance,48029.03
47,Bachelor's,Product Manager,10.4,42.3,Male,Canada,Retail,115656.81
26,High School,Software Engineer,2.8,47.1,Female,Canada,Retail,87461.61
39,Bachelor's,Product Manager,8.5,47.4,Male,Canada,Manufacturing,133384.73
18,Bachelor's,Marketing Manager,0.0,44.0,Female,UK,Retail,98019.55
54,Bachelor's,Data Analyst,19.4,55.6,Male,Canada,Education,107598.6
53,High School,Financial Analyst,14.1,46.2,Female,Canada,Technology,131753.61
33,High School,Customer Support,1.8,43.1,Male,Germany,Retail,59228.34
42,High School,Marketing Manager,20.3,39.0,Other,India,Retail,35832.4
46,Master's,Sales Executive,21.3,28.5,Female,USA,Education,115632.65
37,Bachelor's,Product Manager,8.0,43.7,Female,Canada,Technology,169766.43
28,Master's,Data Analyst,2.3,44.3,Male,UK,Finance,220841.79
47,Bachelor's,Operations Manager,16.3,47.5,Male,USA,Education,125977.74
40,Master's,Customer Support,7.0,29.2,Male,India,Technology,67924.38
49,Master's,Product Manager,17.4,33.4,Female,Australia,Healthcare,230954.39
49,Bachelor's,HR Specialist,17.5,55.0,Female,India,Education,47878.87
39,Bachelor's,Operations Manager,7.3,33.5,Female,Canada,Education,92910.86
57,PhD,Customer Support,20.5,49.0,Female,Australia,Healthcare,180926.12
46,High School,HR Specialist,10.8,51.5,Female,Australia,Education,88290.31
44,Master's,Product Manager,14.2,43.6,Female,Australia,Retail,157399.09
30,Bachelor's,Mechanical Engineer,7.1,33.9,Female,Germany,Healthcare,116266.38
25,High School,Product Manager,0.5,52.7,Male,India,Manufacturing,42546.41
33,High School,Product Manager,0.0,41.7,Female,India,Healthcare,46135.47
37,Bachelor's,HR Specialist,13.4,35.5,Female,Australia,Manufacturing,99618.86
28,Master's,HR Specialist,10.0,55.9,Female,USA,Retail,160625.09
39,Master's,Customer Support,9.8,38.3,Female,Australia,Healthcare,126318.36
35,PhD,Sales Executive,7.5,62.4,Female,Canada,Healthcare,185483.02
30,High School,Operations Manager,5.8,57.8,Male,Australia,Technology,127161.39
46,Master's,Marketing Manager,15.0,35.6,Female,Germany,Retail,145515.59
43,Bachelor's,Sales Executive,8.8,39.0,Female,Australia,Education,98049.79
50,Bachelor's,Software Engineer,11.3,32.5,Male,USA,Manufacturing,172015.98
40,PhD,Operations Manager,7.1,40.9,Male,Australia,Education,156209.92
37,High School,Marketing Manager,6.6,34.6,Female,UK,Education,81074.0
53,Bachelor's,Marketing Manager,13.0,34.2,Male,Australia,Technology,139307.66
62,Bachelor's,Financial Analyst,19.8,38.8,Male,Canada,Finance,177937.77
39,Master's,Marketing Manager,8.8,59.3,Female,UK,Manufacturing,183629.13
29,Bachelor's,Customer Support,1.4,29.4,Male,UK,Healthcare,101442.23
51,Bachelor's,Operations Manager,10.3,44.2,Male,Australia,Healthcare,104375.68
24,High School,Software Engineer,0.0,34.1,Female,Australia,Healthcare,95300.85
64,PhD,Customer Support,25.1,46.2,Male,Australia,Manufacturing,181584.56
18,Bachelor's,Product Manager,0.0,37.6,Female,UK,Finance,161333.8
25,Bachelor's,Operations Manager,1.4,31.0,Male,India,Manufacturing,40868.88
37,Bachelor's,HR Specialist,12.4,46.2,Female,Canada,Retail,102535.71
37,High School,Financial Analyst,8.2,43.2,Female,UK,Finance,123796.86
18,Bachelor's,Sales Executive,0.0,37.9,Male,Australia,Retail,89250.34
40,Bachelor's,Mechanical Engineer,1.0,35.4,Male,UK,Manufacturing,107791.09
38,Bachelor's,Sales Executive,8.3,43.3,Female,USA,Education,125870.48
18,Bachelor's,Mechanical Engineer,0.0,38.4,Male,USA,Retail,112976.21
38,High School,Customer Support,5.8,43.3,Female,USA,Finance,114673.95
47,High School,Sales Executive,9.7,51.2,Male,Canada,Retail,77493.51
27,High School,Sales Executive,2.4,42.4,Other,Australia,Manufacturing,89970.19
34,High School,Data Analyst,7.1,46.1,Male,Canada,Manufacturing,110416.6
29,Master's,Sales Executive,0.3,51.6,Other,Germany,Retail,101913.03
61,Master's,Financial Analyst,20.8,46.0,Male,Canada,Retail,142228.38
30,Bachelor's,Marketing Manager,11.6,35.6,Male,Australia,Manufacturing,134888.31
49,High School,Sales Executive,23.4,34.0,Male,Australia,Manufacturing,91848.52
27,Bachelor's,Financial Analyst,3.8,52.9,Female,Australia,Manufacturing,123697.77
52,High School,Customer Support,24.4,37.1,Male,UK,Healthcare,92781.19
50,Bachelor's,Financial Analyst,13.5,51.5,Male,Germany,Finance,154214.58
27,Bachelor's,Marketing Manager,4.7,37.7,Female,USA,Finance,159306.7
19,Master's,Data Analyst,0.4,34.9,Female,USA,Retail,141692.54
43,Master's,Marketing Manager,2.5,41.7,Male,India,Technology,64284.33
48,Master's,Customer Support,9.1,44.6,Female,UK,Technology,172702.07
29,High School,Data Analyst,2.9,58.1,Female,Australia,Technology,116911.12
38,High School,Mechanical Engineer,4.8,51.9,Male,USA,Manufacturing,109002.53
36,Bachelor's,Data Analyst,13.0,42.5,Male,Germany,Finance,152546.43
34,Bachelor's,Customer Support,6.7,38.9,Male,Canada,Technology,116959.97
30,Bachelor's,Product Manager,10.3,51.7,Male,Germany,Education,123285.88
46,High School,Data Analyst,12.9,38.8,Male,USA,Manufacturing,113507.84
57,Master's,Sales Executive,15.3,36.5,Female,Germany,Healthcare,129752.28
46,Master's,Customer Support,14.2,52.7,Female,Australia,Technology,171299.4
50,High School,Software Engineer,21.5,41.8,Male,India,Retail,36923.73
34,Bachelor's,Product Manager,16.0,45.3,Male,India,Education,51679.57
26,Bachelor's,Mechanical Engineer,8.0,36.0,Male,Canada,Healthcare,125833.23
29,Master's,Product Manager,5.1,47.9,Female,Australia,Healthcare,208734.74
30,Bachelor's,Sales Executive,6.7,41.5,Male,UK,Technology,152302.4
49,Bachelor's,Customer Support,15.2,46.3,Female,Canada,Manufacturing,118512.39
62,Bachelor's,HR Specialist,23.1,40.8,Male,Germany,Manufacturing,118739.39
46,Master's,Product Manager,12.7,29.6,Male,Australia,Healthcare,208105.42
48,Bachelor's,Sales Executive,20.8,49.7,Male,Germany,Education,103957.16
37,High School,Customer Support,10.0,39.0,Male,Germany,Technology,96326.74
36,Master's,Mechanical Engineer,8.6,23.8,Male,Australia,Healthcare,185765.03
29,Bachelor's,Product Manager,7.1,42.7,Male,Australia,Technology,212586.43
37,PhD,Sales Executive,9.6,30.7,Male,Canada,Education,123867.11
42,High School,Financial Analyst,14.7,46.8,Female,USA,Technology,167871.89
38,Bachelor's,Software Engineer,5.8,37.3,Male,Australia,Education,118256.46
50,Bachelor's,HR Specialist,14.2,49.7,Female,India,Education,41780.9
40,Bachelor's,Operations Manager,10.9,28.4,Female,Canada,Education,98649.56
48,Bachelor's,Operations Manager,13.9,30.6,Female,Canada,Healthcare,126297.59
30,High School,Sales Executive,3.0,36.6,Male,Australia,Education,71526.92
41,Master's,Sales Executive,11.3,36.2,Female,India,Finance,65424.64
27,High School,Mechanical Engineer,0.0,44.5,Male,Canada,Finance,97781.69
39,High School,Sales Executive,15.7,55.7,Male,UK,Manufacturing,98256.16
23,High School,Marketing Manager,2.1,36.9,Male,Australia,Manufacturing,87765.52
47,High School,Sales Executive,5.6,34.5,Male,Canada,Education,73865.9
27,Master's,HR Specialist,9.0,52.5,Male,USA,Finance,199754.85
31,PhD,Software Engineer,3.2,46.5,Male,India,Technology,94241.56
61,Bachelor's,Operations Manager,22.1,47.0,Female,USA,Technology,217889.37
54,Master's,Data Analyst,18.8,57.1,Female,India,Finance,85784.79
50,Bachelor's,Software Engineer,17.5,45.7,Female,UK,Retail,131810.25
54,Bachelor's,Software Engineer,21.3,41.0,Male,Canada,Finance,156842.05
34,Master's,Financial Analyst,11.2,43.0,Female,USA,Manufacturing,177779.99
30,High School,Mechanical Engineer,5.1,38.4,Male,Germany,Technology,104008.14
37,High School,Customer Support,8.6,35.8,Female,Australia,Finance,98323.48
41,Master's,Mechanical Engineer,18.1,34.6,Female,USA,Technology,246131.46
38,Bachelor's,Customer Support,9.3,41.9,Male,UK,Finance,114031.12
36,Bachelor's,Software Engineer,12.1,37.4,Male,India,Healthcare,47601.1
53,Master's,Sales Executive,19.1,51.2,Male,Canada,Retail,130692.6
39,Master's,Mechanical Engineer,12.8,39.3,Male,India,Education,53538.73
32,Master's,Financial Analyst,14.0,32.9,Female,UK,Finance,207334.57
31,Master's,Marketing Manager,2.8,34.9,Female,Canada,Technology,145102.01
27,Bachelor's,Operations Manager,7.9,20.0,Male,India,Technology,56809.98
24,Bachelor's,Data Analyst,0.0,45.8,Female,Canada,Finance,133492.7
35,Bachelor's,Financial Analyst,12.9,31.4,Male,Canada,Healthcare,146375.42
22,High School,Sales Executive,4.0,48.8,Male,UK,Manufacturing,87856.69
35,High School,Product Manager,3.4,39.3,Male,Australia,Technology,142103.55
54,Master's,Financial Analyst,18.5,45.3,Male,Australia,Education,154631.47
28,High School,Data Analyst,7.4,39.1,Female,Canada,Retail,79119.29
43,Master's,Customer Support,9.1,42.6,Female,Germany,Healthcare,138949.43
33,High School,Data Analyst,7.5,25.5,Female,India,Manufacturing,36252.75
32,High School,Financial Analyst,9.0,48.0,Male,Australia,Retail,100554.67
38,Bachelor's,Financial Analyst,13.3,43.2,Male,India,Education,45864.68
38,Master's,Mechanical Engineer,8.9,51.5,Male,Australia,Manufacturing,140100.65
34,Bachelor's,Data Analyst,0.9,38.1,Male,Australia,Technology,161124.23
28,High School,Marketing Manager,5.8,26.8,Female,USA,Manufacturing,97536.96
33,Bachelor's,Marketing Manager,6.5,59.4,Female,Australia,Education,104623.67
31,Bachelor's,Operations Manager,5.2,,Female,Germany,Technology,155656.92
46,Bachelor's,Sales Executive,8.3,36.8,Male,Canada,Finance,129476.19
37,PhD,HR Specialist,6.7,33.5,Female,India,Finance,68553.43
41,Master's,Data Analyst,12.4,53.0,Male,Germany,Finance,163124.57
33,High School,Customer Support,11.3,49.7,Female,India,Retail,29716.89
28,Bachelor's,Operations Manager,6.3,58.4,Male,UK,Retail,112647.54
36,High School,Operations Manager,15.5,29.0,Male,Germany,Healthcare,94811.95
44,Bachelor's,HR Specialist,10.2,29.9,Male,USA,Retail,105792.98
55,Bachelor's,Sales Executive,13.6,33.2,Female,Canada,Manufacturing,125191.84
50,Master's,Sales Executive,11.9,46.8,Female,Germany,Manufacturing,128777.03
22,Bachelor's,Marketing Manager,0.0,34.0,Male,Germany,Healthcare,105619.97
47,Master's,Customer Support,16.1,51.2,Male,USA,Manufacturing,151301.19
29,PhD,Marketing Manager,1.5,40.1,Male,India,Technology,72587.17
31,Bachelor's,Operations Manager,6.0,50.8,Male,UK,Technology,153422.15
22,PhD,Mechanical Engineer,4.0,39.7,Male,UK,Healthcare,192322.44
46,Master's,Customer Support,14.0,45.1,Male,Australia,Retail,124318.53
54,Master's,Data Analyst,17.4,41.5,Male,Germany,Retail,143955.5
35,Master's,HR Specialist,9.8,35.2,Female,Germany,Manufacturing,107280.91
49,High School,Marketing Manager,21.8,49.9,Male,USA,Retail,107759.1
36,Master's,Product Manager,6.3,41.9,Male,Germany,Finance,202109.03
56,PhD,Sales Executive,17.6,33.5,Other,Australia,Manufacturing,165867.42
36,High School,Operations Manager,9.3,41.2,Female,Australia,Healthcare,98077.46
36,Bachelor's,Operations Manager,12.7,42.5,Female,India,Healthcare,47716.77
44,PhD,Product Manager,13.7,42.5,Female,Germany,Manufacturing,180475.56
21,Bachelor's,Software Engineer,3.0,35.6,Male,Germany,Education,104677.4
56,Bachelor's,HR Specialist,18.0,48.8,Male,India,Healthcare,55393.57
34,Bachelor's,Marketing Manager,8.1,35.7,Female,Australia,Healthcare,155470.86
42,High School,Marketing Manager,10.8,62.1,Male,UK,Education,93450.51
32,Master's,Data Analyst,5.9,52.3,Male,USA,Technology,223567.57
29,Master's,Mechanical Engineer,0.0,43.4,Female,Germany,Retail,93344.45
28,Master's,Operations Manager,7.4,43.3,Male,Australia,Healthcare,195585.66
47,Master's,Data Analyst,19.7,43.9,Female,Canada,Finance,210497.4
34,Bachelor's,Customer Support,5.6,48.1,Other,USA,Retail,110291.57
40,Master's,Product Manager,3.0,39.6,Male,USA,Technology,239919.01
38,High School,Product Manager,10.7,31.4,Female,India,Technology,45106.69
45,Master's,Product Manager,9.1,40.0,Female,Germany,Finance,198852.13
30,Master's,Financial Analyst,0.0,40.9,Male,Australia,Education,135713.82
32,Bachelor's,Mechanical Engineer,2.5,34.1,Female,India,Technology,61919.62
32,Bachelor's,Marketing Manager,2.0,40.2,Male,Germany,Education,105559.43
24,Bachelor's,Marketing Manager,0.0,33.3,Male,USA,Technology,179223.83
31,Master's,Financial Analyst,4.4,49.5,Male,India,Retail,53232.81
47,PhD,Customer Support,18.9,43.3,Female,India,Technology,73534.58
24,Bachelor's,Sales Executive,0.0,25.5,Female,Germany,Finance,109563.44
41,High School,Product Manager,20.6,45.2,Male,Canada,Technology,145451.95
37,Bachelor's,Product Manager,6.9,37.2,Female,India,Education,47435.64
28,High School,Mechanical Engineer,10.0,56.9,Male,Germany,Finance,127771.73
31,Bachelor's,Operations Manager,7.4,38.2,Other,USA,Education,101319.77
34,Bachelor's,Customer Support,16.0,45.3,Male,Germany,Retail,93101.44
31,High School,Operations Manager,7.3,,Male,Australia,Manufacturing,87911.11
39,Master's,Operations Manager,12.8,64.1,Female,Australia,Manufacturing,165018.37
35,Bachelor's,Mechanical Engineer,3.5,44.6,Male,India,Healthcare,53153.57
45,PhD,Data Analyst,15.5,52.6,Male,Canada,Technology,263977.68
36,High School,Sales Executive,12.4,51.6,Female,India,Retail,34345.41
31,PhD,Financial Analyst,0.4,50.3,Female,India,Education,61142.68
34,Bachelor's,Software Engineer,7.4,42.0,Female,UK,Education,121880.01
65,High School,Customer Support,23.7,39.3,Female,Australia,Manufacturing,91883.83
45,High School,Mechanical Engineer,8.1,26.5,Female,Australia,Finance,105395.03
46,Master's,Financial Analyst,17.7,46.6,Male,Germany,Education,132236.13
38,Master's,Software Engineer,7.6,27.8,Other,Germany,Finance,186851.96
21,Master's,Mechanical Engineer,0.0,48.7,Male,Canada,Technology,188887.58
46,PhD,Operations Manager,15.7,24.8,Male,Australia,Manufacturing,164549.01
48,High School,Data Analyst,12.2,47.1,Male,USA,Technology,159316.04
39,High School,Customer Support,10.2,46.2,Male,Australia,Retail,71996.98
37,High School,Operations Manager,7.0,42.0,Female,UK,Technology,135970.9
42,Bachelor's,Data Analyst,10.9,53.7,Male,UK,Manufacturing,141674.18
40,Bachelor's,Product Manager,10.8,40.7,Male,USA,Finance,231769.17
